distance_to_roads,gridcellcode,hii,structural_habitat,tri
43874.12188944849,N02E15,7.687541755068838,0.0,49.57846782684858
43070.922118159266,N02E16,9.036031575099821,0.0,31.00300902382681
6947.534330126433,N02W01,7.3251931536879,69.99083829592301,10.019768765217073
4274.866074872742,N02W02,11.092656039359033,60.29429279728381,13.244817354355089
2531.1866276619,N02W03,8.416703203758916,63.7084045932079,8.370631071607251
1612.326591003516,N02W04,9.968081695196817,69.33731238716283,7.6155333494762365
462.05545022102206,N02W05,15.002565678575957,76.02096413462311,8.413549441455135
488.9287126934774,N02W06,14.683867595918576,79.80781978389156,18.243294134013684
2792.2185856541178,N02W07,11.753370319408313,83.47995203578452,36.98921267561982
2266.901506945475,N02W08,7.516560398084559,76.20539732154884,49.00990485380575
3672.432509287243,N02W09,7.6178373245590105,83.01259734310584,36.234659361217915
9879.735718647684,N02W10,9.313489585254802,75.90073024170727,49.623116847683974
12010.352196706708,N02W11,7.507893222128254,90.09328770445416,92.44826031765301
10886.16523200572,N02W12,4.8300581019992,96.87622268330139,119.20979761223137
3849.2671343824454,N02W13,11.041876583219368,88.16451995365256,61.66940212372507
2524.3315491280064,N02W14,11.154302172703094,83.40400420360535,54.62009957790636
3011.4809892422845,N02W15,11.861991494864313,84.77014901242215,54.86544628115602
629.5020022655086,N02W16,15.104588344351486,78.66985529896797,13.762385847598184
717.7259967253993,N02W17,14.777448503890334,80.83261027727626,11.170021225164618
2761.4350631890507,N02W18,7.538304589534219,47.65026079978598,16.93225629429718
4291.4261506644425,N02W19,5.432553440676181,27.85506992535905,21.031083958430944
14365.026295212132,N02W21,2.0,0.0,7.906023316371998
9005.574626096351,N02W22,2.159440401760708,0.0,10.015774044295293
13437.596484028025,N02W23,5.015726960407022,0.0,9.733881769549289
5047.414545616448,N03E01,5.322675283702085,66.2786297603967,12.235786494450087
1324.681092083891,N03E02,3.862041641876899,68.23570870280028,7.200220164075926
3403.298546969947,N03E03,3.2275304394735658,90.12724038487451,4.9751031874372575
3577.129103548463,N03E04,1.3484812030585835,93.38747540630136,5.193241164854094
5768.307131028148,N03E05,1.0250374570103777,89.4318653478155,5.659678427785985
10015.73624309145,N03E06,2.30564071421867,68.68013368191252,6.656073798761748
8089.797470605126,N03E07,6.087990920453371,41.52631862652615,5.732990999167468
1835.3199404975396,N03E08,7.491160730423709,37.518879874942705,3.8156934402711276
1177.4193859156817,N03E09,10.052018843940415,51.57495350780258,3.4009742581698674
504.14836867634074,N03E10,7.816962637412328,67.76642050508039,3.6533746305078303
7616.394165110462,N03E11,11.63485622991151,29.761178341373995,4.97160280623262
23778.1940499987,N03E12,16.847457627118644,0.5914750828773951,9.055665356690197
2774.0357937960907,N03W01,12.835655506430282,54.74502061827883,9.275298071982052
1112.1344454756727,N03W02,10.364794486476352,68.40213604817583,9.6651411086245
1330.79977714203,N03W03,11.371391413506197,67.64014956512315,8.73942573038157
874.1231844229428,N03W04,21.466485747878973,47.88531924642209,6.137281280961878
1152.8593132616372,N03W05,17.084222056192715,51.589561490984536,7.354560731798863
725.5810407123319,N03W06,14.170749348212297,66.37137158720316,9.592913240121648
1037.40961012474,N03W07,14.49266713221971,65.66156375495241,9.7689931641414
1431.333470322928,N03W08,11.748479431116891,83.51479664717138,19.434056095125758
3334.466214653058,N03W09,7.834541480955629,63.06750128021991,25.059251901085524
1873.2057168610113,N03W10,9.981363350155052,84.41838934857017,28.607560322263996
4631.326864075731,N03W11,6.870277117848142,84.56611325229763,64.53141626332538
12963.410087895929,N03W12,7.319148646966851,91.61896612133785,95.47875540991649
4173.8873317733905,N03W13,12.417345724018958,69.12764466485187,49.23873090095207
2921.465232835746,N03W14,10.40055819978882,86.92550467617164,63.70560493630073
7983.396919323218,N03W15,5.18827924917506,96.96494892596273,74.71209608198838
1287.6634263742574,N03W16,10.847399987380971,89.26478990917168,39.70605466914197
1804.6548694086157,N03W17,15.551099933363584,75.74312050238524,22.573640308650113
819.6979628869109,N03W18,10.047508339535273,70.13877518259895,22.103921549981987
1207.162871881268,N03W19,6.9840371598702005,52.81452982238631,17.48066583693138
387.1243063205171,N04E01,4.5350307212044125,61.01291000727699,6.781136735297506
3492.644694515134,N04E02,2.3649926163792103,67.67316659030264,4.769071111764908
7404.661975142895,N04E03,1.4896665805723295,90.554928172924,4.389389519722946
10186.214193471838,N04E04,1.1139404451877055,92.7082041883405,4.479546556340041
7710.962759024924,N04E05,0.8781252342023946,92.3056087108859,5.33746541186142
5751.339697790002,N04E06,1.6512660502958652,80.84599628062415,5.113680833894047
3710.909971397942,N04E07,4.195800777985889,67.58748618710075,6.132474326849611
4680.912219485893,N04E08,8.975900221555221,16.85747783198123,5.313391093702344
5463.009998026777,N04E09,8.95719294953599,35.5469369053715,4.925583731520184
5948.569600991132,N04E10,11.652060744002878,13.646484111796886,4.726846299649686
13399.284544702554,N04E11,8.994059774418526,1.0962051586125108,11.233822095667481
21907.84036618797,N04E12,11.0,0.0,23.299017521717634
3214.0132847367886,N04W01,8.772859574585171,70.20463304854052,9.21786659570271
2637.747104112463,N04W02,12.426883030731403,84.50041407024256,14.755337620411316
991.932792841951,N04W03,13.542146354789207,74.4351400156321,15.889484907482245
565.301038529943,N04W04,26.545183618284014,26.36511872355333,8.907090882534781
1039.9949674085242,N04W05,16.055919004637495,46.580343907500726,7.313768310042736
356.2814675190262,N04W06,11.207740440126514,82.14032558014173,6.493533350137336
354.0913802341163,N04W07,10.374071785736197,77.02456674662422,10.057929025931564
326.06558472454526,N04W08,9.994266022759497,82.60305096622913,13.668984636032864
751.191431096779,N04W09,12.108816411428824,72.29508395547526,15.696683583865587
1949.242255605855,N04W10,10.247142208942078,81.62194431717109,21.929061820097665
6465.564082269688,N04W11,6.806237641028069,84.2285259952025,34.64547375075768
5857.082764351414,N04W12,7.323898927392983,91.5998167264103,70.84500944306266
3195.7417359724923,N04W13,13.5575454671264,64.37995579872242,46.97953957662087
4055.814912505166,N04W14,11.7366125042977,88.23944155459125,72.99248636092065
8551.228064875108,N04W15,7.259918374141083,97.00030994798264,85.93826819157077
6958.2127971036625,N04W16,6.284869843736329,98.45071827075981,81.07845756409505
3754.3485153235065,N04W17,7.270219964367145,96.0464248174003,66.07295917780455
1143.0158974454848,N04W18,11.394925943768868,77.37051355798432,30.68795828603817
793.2073049711638,N04W19,13.13811551150704,67.47684823329647,11.573233147367304
9254.186336520925,N04W20,9.632534335871211,0.8521817642778209,6.7385493604595945
4489.548205054879,N04W28,18.095025762927232,0.0,25.63903614825601
10715.812560032884,N04W29,15.963670589799738,0.0,15.656090852555993
857.7005216201837,N05E01,10.27405024924557,60.02973064658384,7.227337361571967
2431.949509422869,N05E02,4.066816397294217,85.05572325687946,5.289820033384566
6570.73500057591,N05E03,1.1642634480885599,86.18115785785508,5.450119901534775
2316.4428929350765,N05E04,1.2004673927833291,69.60534188610082,6.046128556449956
2685.4099481560775,N05E05,0.7509532779500169,76.91208258092334,5.948744593847263
1900.2052524254032,N05E06,1.2068139983625636,49.12454518502544,5.544363497627286
1520.0073540343055,N05E07,8.334277924455176,33.896975985769345,6.689577657567971
3951.3055869471027,N05E08,10.953210640349088,13.204323100557902,5.4181740668626555
4360.9815664646585,N05E09,12.254491843096478,6.51047085141363,5.832815810941516
4987.147584969481,N05E10,14.386381479992378,0.0,7.177218257260125
8436.299602679306,N05E11,10.665041790747825,0.0,28.935459987053417
8094.969767335349,N05E12,11.391511955413504,0.0,38.66583007412982
1794.6084642963776,N05W01,11.522607692251368,70.67812721619114,10.037985230362393
1574.8780115142156,N05W02,9.684359316009074,73.74869986897383,10.578179191690909
1276.5995013120887,N05W03,15.803251669522103,64.84105058890114,11.567499785398628
1051.3598780842458,N05W04,16.15819016643005,69.23787833867877,16.958210119228312
670.4183872216935,N05W05,9.024553533622498,70.83142872543999,11.751150198352915
508.18146422524484,N05W06,14.94524628266302,76.10689162601406,6.64305851633642
403.3799211749802,N05W07,12.18407957647938,89.97776460124513,5.217452181318735
524.2508904202205,N05W08,12.663896456717845,86.710481632213,10.689234357588115
328.23516328986904,N05W09,12.243906069286387,87.64311511198552,8.64909596332786
1095.6279939409233,N05W10,13.277475715387158,80.71180228013903,10.166671191546753
1443.2646232336565,N05W11,10.159529553832787,85.89289275799797,32.22194392893334
2721.929307105401,N05W12,7.642169259209651,96.20081934075414,62.938040482647615
8287.615767096415,N05W13,7.675375512088815,81.20947093226967,58.160504401149865
8294.331663678544,N05W14,6.280627501299087,94.92957442794383,82.50398685804414
4901.385331304903,N05W15,9.95474652605224,94.8853866264184,84.50102863645982
2353.523215641937,N05W16,14.27057545916929,90.56162574454892,60.804084289153614
4989.947469100747,N05W17,9.269487646436813,96.71634369188476,78.7174446984173
2159.1536932182394,N05W18,11.350702399596937,90.35665458242487,64.9103378454177
674.4945018629082,N05W19,7.422543173647175,83.42458830822308,33.971004664760585
5314.50036893534,N05W20,8.290136492517137,18.968223593779474,15.220127334134878
6266.658588719847,N05W27,21.933046683046676,0.0,39.82462680904742
2504.690465870242,N05W28,14.824475283565295,0.0,43.18468544505551
4920.809412856042,N05W29,13.991727876136522,0.0,30.972569375497944
847.8003126548889,N06E01,13.13068881349082,61.53859843071697,8.281299441559664
838.7724082090219,N06E02,4.093897125923008,68.10721946186635,7.553355062337442
2184.846387616309,N06E03,4.896127756034224,45.82832885778607,7.037975363845105
1498.6634026546196,N06E04,5.871346913223285,71.66526965474486,5.467795693186878
1338.5959543838705,N06E05,6.612015405337624,69.0120218873824,6.638811900133664
1671.575216646461,N06E06,5.449181879776935,66.61073580673924,6.95365600343567
1697.9635549224815,N06E07,8.780049459939274,56.08591788808811,6.481997886296756
3285.350374044602,N06E08,10.698975522794766,17.91661948286554,5.966251674672426
5670.451946429096,N06E09,12.278172825704864,0.0,7.398448840156738
812.5730597059991,N06E10,13.315753388517487,0.0,12.766794055438758
4174.778811405652,N06E11,13.051509658866955,0.0,17.934173551308294
3165.599029415404,N06E12,8.865242937521026,0.0,24.55657351341617
1187.0691343229673,N06W01,5.883562409200216,59.97761204131079,7.725846354400301
636.877292649079,N06W02,4.347929726231118,77.30771214856843,8.649009842484679
871.9299211190154,N06W03,4.439814875817241,63.658076766580756,9.788358735708952
1090.4506423835442,N06W04,9.519077227290287,61.80226666307307,14.770989166088816
823.1758489822995,N06W05,15.293387621405811,76.4685739697599,18.895250075161854
377.14416072923615,N06W06,12.957451711590194,84.27960003234239,7.930423373346042
1928.1435428593575,N06W07,10.87148923718781,88.28798210387303,7.868619720034275
426.82090813499724,N06W08,8.836737965822921,86.81982589008972,7.769171413265558
612.3594336157018,N06W09,12.335988852244112,87.24779667412332,8.472856218401992
644.0274371837214,N06W10,12.32273611249883,81.78434358407677,14.817833304312364
1237.4568847588364,N06W11,14.303122628876693,74.16773576260681,14.913511102996479
1531.7842963412766,N06W12,11.017996686811225,79.02955286634507,32.64757637646349
4467.604067967894,N06W13,6.532798716540838,88.5407783737164,55.00322681256216
8523.574034324942,N06W14,5.082281046661279,95.31213109452067,79.77259427715595
10097.920221897293,N06W15,5.7169984310581885,97.81591785030865,92.07638064361011
5390.858256977987,N06W16,13.857753429175599,89.62376357706924,81.22548228413804
7649.89216629385,N06W17,10.560300386659158,82.68939169339403,57.67943521263743
5571.660803352482,N06W18,2.1944819207296966,98.91359659683769,75.45068413894467
551.0022370501689,N06W19,6.0141481590814605,88.4976551761313,58.2272684440673
1967.6484968504321,N06W20,6.100923203017452,36.58197450340942,16.97280315468523
6540.1978721468295,N06W27,16.749371497841278,0.0,22.8312549724985
3517.939967536083,N06W28,15.428924638402556,0.0,53.724107665465475
4125.897289545869,N06W29,16.26701781772378,0.0,49.272996049222336
10740.15449586186,N06W30,16.27244845001208,0.0,22.927692404991493
15272.371549186846,N06W31,6.369017992748463,0.0,1.1670951113859218
697.3646446219883,N07E01,11.71123946127832,61.931622779829084,8.080068400357563
1131.1293337715226,N07E02,10.80313973932254,34.77363016467667,8.58172305519674
1040.5683969672345,N07E03,11.673488473728172,52.6258047970629,6.920963762058905
995.4738741134026,N07E04,10.199108473591384,64.93399722093558,5.873015902961936
1200.1286186814684,N07E05,13.177424404407859,52.31772965061121,5.050410486594329
8050.135799816032,N07E06,7.841235436526573,68.62418150952544,5.770600513997595
12738.462663843015,N07E07,6.6314927991017045,57.372571474764904,5.791766624671147
11671.921973531991,N07E08,10.357642693873153,3.943938454905553,7.397294727688257
5357.464478790398,N07E09,20.11736046577118,0.0,18.761596809437567
2569.7851064034885,N07E10,22.424844363122524,0.0,12.038901898301486
1611.5181840603996,N07W01,2.504977201686225,61.589979246961136,7.353098981440168
1735.5424604341374,N07W02,1.245438122114405,80.95842654232817,9.122771835523348
3325.674053198983,N07W03,5.209844511003932,59.93911436625795,12.851320416186674
3543.4506053968285,N07W04,6.774166079374421,60.108227693477026,11.244765135794538
1430.816972527804,N07W05,11.922101058589604,81.70390238629298,7.357217246271017
1066.550216298531,N07W06,11.168925730670907,62.57581310123682,8.894246190633016
699.2696618527717,N07W07,7.467497752402847,51.93891299075746,7.957978647795045
478.59978736202936,N07W08,5.604549252377543,63.64494354773514,9.67751316895684
822.3137370136881,N07W09,10.236320602097509,76.62683570908891,9.851197973392225
1100.0490563154478,N07W10,11.761685372895819,78.92635606693429,10.00681651566396
1175.6139966352946,N07W11,12.125717123973748,72.85745466303793,10.94937619942728
1249.5050410887998,N07W12,10.935188623591367,78.14509175177173,11.178910555059394
867.1430915114881,N07W13,10.927458880696815,83.40164641211499,10.244127359990012
2923.7922191643725,N07W14,11.601211523791916,76.3381342459109,24.886350212497465
1989.6114436310522,N07W15,11.911072263746949,77.62435665975046,40.47991046227017
6528.954503570224,N07W16,7.699134481939051,91.55955107650021,99.14577257088966
2750.084401079885,N07W17,13.523494057723301,71.73833903694324,47.833625534274496
4618.313358460084,N07W18,5.798509452373917,97.69535910124381,68.5596273307388
771.1823333831846,N07W19,5.766551707364047,94.27221039583954,38.22787770466042
1060.6878090425741,N07W20,4.647219875793001,60.926692894290106,25.350100650192086
9163.353588749918,N07W21,9.71057669065627,2.4487079302632644,8.636276668391716
10294.41726262735,N07W27,10.617459281419245,0.0,7.730146311647588
3755.4850422541717,N07W28,15.079248028662262,0.0,28.40764253916943
3523.1591331331397,N07W29,16.133615266913456,0.0,50.46028225213604
1964.1422524770958,N07W30,16.28416965792575,0.0,26.885183128434832
8958.944903663596,N07W31,13.035065959722578,0.0,8.045825565985606
593.8227773599082,N08E01,10.396240476912915,55.71957101667966,7.067846918422145
2303.9995342994716,N08E02,6.445826496961933,48.598652342164364,8.033705851558606
1851.076050493097,N08E03,6.170421976814129,83.8116502230031,7.257677356552993
3757.417506425517,N08E04,8.33252165276817,22.733057584004744,6.582043993691614
6600.562981656678,N08E05,12.105336064053539,14.803488781227156,5.146546519024371
12515.93073941273,N08E06,10.599283837932791,22.811858670637598,5.575807954466258
25835.8981770152,N08E07,10.490245105977543,4.073846029479129,5.68512695740286
5197.640577788518,N08E09,16.519352547927795,0.0,45.40657182947011
7256.442898927421,N08E10,15.205145239488894,0.0,51.02505697024346
2584.2621693827114,N08W01,2.0324471138837517,81.77340950122603,6.90832164006568
7452.7407408525605,N08W02,1.223397375441244,97.11790304761394,5.426786449814708
7882.103947975688,N08W03,4.833337824364743,68.62930128533318,8.280851473232138
3516.4787768911538,N08W04,9.074767757067924,67.5282126593193,11.882180822886815
883.1568079369109,N08W05,14.14521468076428,69.83894497523475,11.332599679606814
1256.625395950926,N08W06,13.445110576324181,70.55335048057395,9.356642736652748
709.609435242455,N08W07,6.130485617132488,33.57689094877529,8.13431996658383
1026.8615402744247,N08W08,4.705707953030254,35.97233973754411,10.506749295689001
1739.414103680396,N08W09,6.295815256931903,57.84077497238015,10.081394166900678
456.8958429463208,N08W10,10.04222216970022,84.95801783837673,7.354252815670199
456.75163463291113,N08W11,11.844654350317251,90.13187464633126,6.486412104435588
746.661088692112,N08W12,13.816577048795224,83.16811726981216,9.705303159780051
824.3677528178714,N08W13,11.112324662860129,80.60476678073886,14.855792074233758
776.7783442556591,N08W14,8.50950790550826,63.622254857050464,17.378268813763135
1158.711169179273,N08W15,12.596178956985314,61.22514887769123,19.582058832621353
2276.6230221521205,N08W16,9.098407822589905,88.8423782705936,70.36803509509846
2724.54112320962,N08W17,10.210847948469366,89.82222252162431,75.99173478141842
3257.632476698077,N08W18,9.244202997219666,93.94292231316244,78.28815420596541
1379.8479552450715,N08W19,6.584924513182731,88.94171120122455,46.844397847478525
1137.6435240251406,N08W20,4.901354133152851,86.36094419444368,43.03864830011187
4597.030575669509,N08W21,6.985009401735223,19.09140147126189,22.394172286937334
8358.966210616238,N08W28,13.307110375428916,0.0,7.269195878086906
2520.55831720282,N08W29,15.840000362419318,0.0,36.8825072500937
2499.0279495237614,N08W30,16.131151848822807,0.0,27.062899924156877
4469.271990792346,N08W31,13.576674473932602,0.0,17.923158630292377
12045.238843731597,N08W32,7.9761066330665065,0.0,6.861902647381804
24860.297085609025,N08W33,6.0,0.0,0.0
928.504043571129,N09E01,8.146318691537914,54.89596243877356,6.490023818665916
1871.149869765598,N09E02,4.597310598430594,40.792217940772275,6.803996496013751
1788.9608880495393,N09E03,7.585684708180402,66.7904394923338,6.616664497077257
4340.980163868307,N09E04,10.711808168573302,16.967449004338334,5.771799594706897
2783.096205355379,N09W01,3.25773279229908,75.25134057287595,5.290832613100179
9895.667376900152,N09W02,3.048098946404031,98.38130203982641,5.1897816700152735
8668.629851254274,N09W03,3.7013015009026966,71.04912290156555,6.391248427555906
5253.652449266552,N09W04,5.9473516539027065,66.32913421896471,10.054896156017763
1281.2427615466245,N09W05,12.971967771384753,74.9950149551346,9.732651228164048
648.3982523866175,N09W06,21.57222531100438,37.95037147102524,8.598047996009235
591.4548714621626,N09W07,8.729504131017398,39.735462203082236,9.16477434849047
1417.4502808788598,N09W08,4.108781762819651,33.40851769017271,10.30168946101468
2694.6258571493418,N09W09,4.428257718750148,39.771428956374095,9.971491377705613
2465.2407365990666,N09W10,7.747956518360964,74.33592465845702,9.179851793680438
667.7076073375159,N09W11,12.885197096006399,76.32731535124356,6.932604556146723
461.17711871924246,N09W12,11.203286856084437,77.09378620894074,10.985686982150893
453.41105785825295,N09W13,8.599523088186867,60.11170542426772,19.88420847231162
442.9284907585151,N09W14,8.255798436088762,50.862035515076386,22.67515076092409
1099.4026917651547,N09W15,12.136638163261065,48.99847754035191,17.93293141791955
1486.7830254629796,N09W16,8.166616149754422,73.13176686157742,40.61962487813566
2355.6555688395297,N09W17,10.440439016854786,76.22396324539892,55.435408953783664
2299.803344918084,N09W18,13.747905607909125,74.04308695535012,52.624199102159515
1421.0679851898665,N09W19,13.416504667199705,85.93845125050153,67.97513632794447
1507.0769691121627,N09W20,8.279160546176756,79.37756999272452,57.97395888406921
1947.4467138981179,N09W21,3.7338822404545966,31.9407318584786,21.960992039593275
3984.608208363376,N09W29,20.9054198473066,0.0,31.921023835262503
2078.4109426731134,N09W30,15.158656689101768,0.0,26.823434059269506
3261.415640789574,N09W31,15.903056078497317,0.0,25.665387881832103
4375.837333040755,N09W32,14.223878668427123,0.0,20.931829040975806
16924.479276864266,N09W33,6.932477944293002,0.0,
1746.5017356885692,N10E01,13.86074314746036,29.050462699123436,6.4927655633769215
990.4197391229537,N10E02,11.464348024246542,54.629947993856256,6.531456728960274
1134.6186647484917,N10E03,7.747350792373928,56.382137371668776,6.320421919818053
5767.026665043802,N10E04,8.698744805053414,14.275524777020284,5.009329621611495
1358.5879030693523,N10W01,4.524330700989241,73.70350872432225,7.323219726685808
1631.4249609256794,N10W02,3.2878437749024605,57.40113443453424,6.825793311021824
1820.2004714008997,N10W03,4.532946102569897,40.58991943089647,7.082907117661691
1161.8920451547983,N10W04,8.055031751578364,65.73299021853362,8.996202908512704
756.479850551405,N10W05,9.477125792144742,70.42352671714588,8.52062207337803
576.2334486991602,N10W06,9.80331151881704,60.83802646115704,8.596809538886056
971.087213799059,N10W07,8.481423052256948,57.492073780010244,9.020244226051165
1235.4845228596466,N10W08,8.096120757080575,61.561906179790476,9.096747854989006
953.9665272340095,N10W09,10.535451947063912,62.958139096224855,8.875740476181022
1077.4673334936124,N10W10,11.911903560840976,63.134623157554344,11.639206957585788
708.841841301079,N10W11,9.971825576638674,77.40651019913231,8.431131039727525
776.0756483730219,N10W12,8.853308805687366,75.80172994529926,15.049910746575362
455.0049545434912,N10W13,10.566054867652856,81.68569965778337,16.689970102935924
556.4822180519232,N10W14,12.097461383642306,66.3283123602166,12.114942350729233
683.0815784775623,N10W15,13.991339403348633,62.02433240818087,10.33021464357835
1304.12926239096,N10W16,16.06004160772879,55.601600603594584,14.160294784875164
4013.3071434827893,N10W17,13.925394303359685,56.051911832071326,36.24272836666028
2146.0606816728687,N10W18,13.421658745682137,66.57614992859256,34.56108970924155
1977.3083656642498,N10W19,11.684043038776244,85.94330613882575,51.84635376776705
1222.505876367607,N10W20,15.21734927009673,79.83358034006088,28.101668895927393
2244.767071847621,N10W21,11.450671050743424,76.14494354773521,20.132465864456616
10614.08464611896,N10W22,6.541754609748317,11.26568941823179,40.18431681546975
2742.211466516342,N10W30,17.395499726964697,0.0,21.2001521359791
2918.9877235181707,N10W31,13.586594445327842,0.0,15.176316735557776
5896.612229666364,N10W32,17.371053318385364,0.0,10.229272016058806
14575.12347739026,N10W33,11.66403928797824,0.0,7.858195580829002
3654.0370603600054,N11E01,12.736363271595238,26.972332282148727,6.752847222404916
5469.2811623072785,N11E02,9.28428772275207,12.912697120212792,5.817981315472016
7843.974894023024,N11E03,11.169378145075424,1.9933173452615123,5.427084505143492
6265.988396620601,N11W01,9.229362940354195,4.340426965686406,8.999454574872109
1339.7130560458827,N11W02,4.855060047525748,40.62748690388947,8.072876492535656
1155.271610021974,N11W03,8.409749391735172,30.134287331231295,9.08791535448523
1185.0137222650756,N11W04,18.390173759096296,38.43445551495867,9.411237763308389
871.6322017443698,N11W05,9.462849457304964,47.94983228031413,9.305920010621508
814.4255463737749,N11W06,8.822903797819661,45.11283287110584,8.89976423330171
923.4217086303519,N11W07,10.381108389190885,59.8650669612783,9.791468054838349
906.2178144391769,N11W08,9.641835275708983,64.82426297727453,10.118794998444502
891.2147250577278,N11W09,11.663171687843377,77.07934147923875,9.133001822082903
571.9471821064125,N11W10,13.925865672487573,76.84836805649137,10.477749795755038
559.062229335864,N11W11,11.577800430499822,78.49942053203242,12.826155359162625
449.09939066157835,N11W12,10.388258015836682,70.60567878608198,18.04547832936127
575.1901485174646,N11W13,10.213310689138074,80.49165835646708,16.0255279822062
587.1534360295489,N11W14,13.31993665104782,80.98300676495157,8.824666461611878
748.3594318750219,N11W15,13.264621637723634,71.99436703231541,16.50096011829455
3324.7134106492094,N11W16,10.797068447326836,83.20152009271482,61.144400460490694
5019.525283713141,N11W17,7.4978945836916,87.3127644664851,69.6790975657254
2425.8476800546405,N11W18,9.404709367357778,80.0755734037678,51.648831427449984
3062.478911429546,N11W19,8.656792885483364,93.0350349145196,54.22964536572905
2343.1349343745433,N11W20,7.079124853141453,96.82176643398101,51.46213359869363
1108.6074395250373,N11W21,13.719591725638884,67.7261676953346,36.77286194670249
8630.709241316834,N11W22,6.915547543682759,4.696197073012962,62.572826236890634
20427.039807883968,N11W23,5.350691685471821,15.18560493760612,61.002764380000606
34111.528528201896,N11W24,5.220838296137958,8.616796485459394,61.632361255159694
5099.702966355313,N12W02,7.6378311171622,8.447727763385148,8.618787946361063
1419.2564151647023,N12W03,6.67766991157901,54.75784887272133,7.846797069482912
1482.2118085328843,N12W04,8.291030210052497,51.01379644849237,6.257928290321213
839.2428620622103,N12W05,9.197070515394508,47.1862251084584,9.12123546804374
734.680875454141,N12W06,5.9153291239065355,51.82312127825828,8.692182686918482
1107.0989107887992,N12W07,12.19364872005383,69.1932194268801,8.45831939130659
687.503435805463,N12W08,6.6189684265050825,51.95508064516126,8.855984512582351
427.3354160726081,N12W09,8.692861588170352,67.50401974802381,9.17882635557519
302.54065018534874,N12W10,12.362984538012373,75.8012814460106,8.744151909884625
780.818622292326,N12W11,13.694721799884693,87.39488720588628,12.548327928946573
485.7983022492107,N12W12,13.637885155460724,87.3483006764951,13.157188025531001
1004.3833141394492,N12W13,14.131528724117981,73.78714659191976,15.817112395788364
